"ML"|No |"39878446"|"75535856"
"SM"|Yes|"39878446"|"75535857"
"ML"|No |"39878447"|"75535858"
"SM"|Yes|"39878447"|"75535859"
"ML"|No |"39878448"|"75535860"
"SM"|Yes|"39878448"|"75535861"
"SM"|No |"39878449"|"75535862"
"ML"|No |"39878449"|"75535863"
"OL"|Yes|"39878449"|"75535864"
"GC-GM"|No |"39878451"|"75535865"
"GM"|Yes|"39878451"|"75535866"
"CL-ML"|No |"39878452"|"75535867"
"GM"|Yes|"39878452"|"75535868"
"ML"|No |"39878452"|"75535869"
"SM"|No |"39878452"|"75535870"
"GC-GM"|No |"39878453"|"75535871"
"GM"|Yes|"39878453"|"75535872"
"GC-GM"|No |"39878455"|"75535873"
"GM"|Yes|"39878455"|"75535874"
"GC-GM"|No |"39878456"|"75535875"
"GM"|Yes|"39878456"|"75535876"
"GM"|Yes|"39878457"|"75535877"
"SM"|No |"39878457"|"75535878"
"ML"|No |"39878457"|"75535879"
"CL-ML"|No |"39878457"|"75535880"
"GC-GM"|No |"39878459"|"75535881"
"GM"|Yes|"39878459"|"75535882"
"GC-GM"|No |"39878460"|"75535883"
"GM"|Yes|"39878460"|"75535884"
"GM"|Yes|"39878461"|"75535885"
"SM"|No |"39878461"|"75535886"
"ML"|No |"39878461"|"75535887"
"CL-ML"|No |"39878461"|"75535888"
"GC-GM"|No |"39878463"|"75535889"
"GM"|Yes|"39878463"|"75535890"
"GC-GM"|No |"39878464"|"75535891"
"GM"|Yes|"39878464"|"75535892"
"CL-ML"|No |"39878465"|"75535893"
"GM"|Yes|"39878465"|"75535894"
"ML"|No |"39878465"|"75535895"
"SM"|No |"39878465"|"75535896"
"GC-GM"|No |"39878466"|"75535897"
"GM"|Yes|"39878466"|"75535898"
"CL-ML"|No |"39878467"|"75535899"
"GM"|Yes|"39878467"|"75535900"
"ML"|No |"39878467"|"75535901"
"SM"|No |"39878467"|"75535902"
"GC-GM"|No |"39878468"|"75535903"
"GM"|Yes|"39878468"|"75535904"
"GC"|No |"39878470"|"75535905"
